,char_count,scope,instant,query_count,first_page_count,click_count,perc_query_count,findability,ctr
40,21,desktop,on,6389.0,1376.0,1579.0,0.834557935093,21.5370167475,24.7143527939
41,21,mobile,on,8803.0,1216.0,1284.0,0.742147717999,13.8134726798,14.5859366125
42,22,desktop,on,4991.0,1398.0,1574.0,0.651945320715,28.0104187538,31.5367661791
43,22,mobile,on,6604.0,1082.0,1125.0,0.556758324397,16.3840096911,17.0351302241
44,23,desktop,on,4703.0,1097.0,1224.0,0.614325554663,23.3255368913,26.0259408888
45,23,mobile,on,5483.0,781.0,832.0,0.462251043711,14.2440269925,15.1741747219
46,24,desktop,on,3111.0,729.0,806.0,0.406371847875,23.4329797493,25.9080681453
47,24,mobile,on,3857.0,631.0,664.0,0.325169118292,16.3598651802,17.2154524242
48,25,desktop,on,2526.0,653.0,726.0,0.329956698082,25.8511480602,28.7410926366
49,25,mobile,on,3314.0,499.0,521.0,0.279390836925,15.0573325287,15.7211828606
50,26,desktop,on,2750.0,671.0,772.0,0.359216516122,24.4,28.0727272727
51,26,mobile,on,2526.0,422.0,453.0,0.212957529895,16.7062549485,17.9334916865
52,27,desktop,on,1647.0,421.0,470.0,0.21513803711,25.561627201,28.5367334548
53,27,mobile,on,2174.0,370.0,380.0,0.183281737922,17.0193192272,17.479300828
54,28,desktop,on,1172.0,335.0,361.0,0.153091547962,28.5836177474,30.8020477816
55,28,mobile,on,1283.0,243.0,247.0,0.108164889491,18.9399844115,19.2517537023
56,29,desktop,on,2774.0,303.0,439.0,0.362351496627,10.9228550829,15.8255227109
57,29,mobile,on,2875.0,188.0,320.0,0.242380403186,6.53913043478,11.1304347826
58,30,desktop,on,4802.0,1117.0,1192.0,0.627257349243,23.2611411912,24.8229904207
59,30,mobile,on,3493.0,499.0,545.0,0.294481651593,14.2857142857,15.6026338391
4,3,desktop,off,47021.0,8548.0,12302.0,2.56631927673,18.1791114608,26.1627783331
5,3,mobile,off,20764.0,3434.0,4179.0,1.97946557099,16.5382392603,20.1261799268
7,4,desktop,off,184654.0,36186.0,50880.0,10.0780740462,19.5966510338,27.5542365722
8,4,mobile,off,84838.0,16181.0,19059.0,8.08774321477,19.0728211415,22.4651689102
9,5,desktop,off,190519.0,40074.0,53583.0,10.3981749066,21.0341225809,28.1247539615
10,5,mobile,off,92952.0,18474.0,21182.0,8.8612639065,19.8747740769,22.788105689
11,6,desktop,off,238935.0,44059.0,64082.0,13.0406307051,18.4397430263,26.8198464017
12,6,mobile,off,118159.0,22336.0,25861.0,11.2642878252,18.9033421068,21.8866104148
13,7,desktop,off,248293.0,45002.0,66670.0,13.5513730499,18.1245544578,26.851340956
14,7,mobile,off,123388.0,24861.0,28608.0,11.7627768192,20.1486368204,23.1853989043
15,8,desktop,off,204226.0,28883.0,46322.0,11.1462776336,14.1426654784,22.6817349407
16,8,mobile,off,88786.0,14309.0,17222.0,8.46411241504,16.1162795936,19.3972022616
17,9,desktop,off,79013.0,16713.0,23435.0,4.31238350976,21.1522154582,29.6596762558
18,9,mobile,off,45566.0,9644.0,10744.0,4.34388018723,21.1649036562,23.5789843304
19,10,desktop,off,86178.0,16100.0,23627.0,4.70343596755,18.6822622943,27.4165100142
20,10,mobile,off,52570.0,9710.0,11073.0,5.01158279074,18.4706106144,21.0633441126
21,11,desktop,off,70975.0,19133.0,23768.0,3.87368432543,26.9573793589,33.4878478337
22,11,mobile,off,53287.0,13102.0,13882.0,5.07993555583,24.5876104866,26.0513821382
23,12,desktop,off,69346.0,17572.0,22365.0,3.78477651611,25.339601419,32.2513194705
24,12,mobile,off,48074.0,9554.0,10475.0,4.58297186764,19.8735283105,21.7893247909
25,13,desktop,off,93062.0,23079.0,30536.0,5.07915196468,24.7995959683,32.8125335798
26,13,mobile,off,74308.0,16704.0,18396.0,7.08390135085,22.4794100231,24.7564192281
27,14,desktop,off,72422.0,19415.0,24682.0,3.95265891111,26.8081522189,34.0808041755
28,14,mobile,off,55666.0,12523.0,13555.0,5.30672945842,22.4966766069,24.350591025
29,15,desktop,off,53640.0,14117.0,18064.0,2.92757206363,26.3180462342,33.6763609247
30,15,mobile,off,41533.0,9017.0,9812.0,3.95940780003,21.7104471143,23.6245876773
31,16,desktop,off,42142.0,12416.0,14726.0,2.300032474,29.4622941484,34.943761568
32,16,mobile,off,33551.0,8259.0,8615.0,3.19847088096,24.6162558493,25.6773270543
33,17,desktop,off,28309.0,8723.0,10318.0,1.54505289987,30.8135222014,36.4477727931
34,17,mobile,off,21285.0,4801.0,5033.0,2.02913334032,22.5557904628,23.6457599248
35,18,desktop,off,23154.0,6926.0,8106.0,1.26370252724,29.9127580548,35.0090697072
36,18,mobile,off,20246.0,4801.0,4999.0,1.93008379649,23.7133260891,24.6912970463
37,19,desktop,off,18107.0,5187.0,6198.0,0.988246595006,28.6463798531,34.2298558569
38,19,mobile,off,15945.0,3585.0,3814.0,1.52006253754,22.483537159,23.9197240514
39,20,desktop,off,15916.0,4934.0,5722.0,0.868665864368,31.0002513194,35.9512440312
40,20,mobile,off,13701.0,3300.0,3458.0,1.30613840243,24.0858331509,25.2390336472
41,21,desktop,off,12231.0,4120.0,4625.0,0.667545374911,33.6848990271,37.8137519418
42,21,mobile,off,9500.0,2463.0,2537.0,0.905650304584,25.9263157895,26.7052631579
43,22,desktop,off,9815.0,3876.0,4180.0,0.535684560114,39.4905756495,42.5878757005
44,22,mobile,off,8029.0,2154.0,2184.0,0.76541750479,26.8277494084,27.2013949433
45,23,desktop,off,8493.0,3152.0,3474.0,0.463532243408,37.1129165195,40.9042741081
46,23,mobile,off,6443.0,1792.0,1835.0,0.61422156973,27.8131305293,28.4805214962
47,24,desktop,off,7778.0,2795.0,3172.0,0.424508864856,35.9346875804,40.7816919517
48,24,mobile,off,6066.0,1618.0,1660.0,0.57828155238,26.6732607979,27.3656445763
49,25,desktop,off,5165.0,2020.0,2166.0,0.281896154151,39.1093901258,41.9361084221
50,25,mobile,off,3693.0,984.0,1009.0,0.352059639456,26.6450040617,27.3219604657
51,26,desktop,off,4314.0,1462.0,1663.0,0.235450146952,33.889661567,38.5489105239
52,26,mobile,off,2960.0,717.0,753.0,0.282181568586,24.222972973,25.4391891892
53,27,desktop,off,2642.0,855.0,962.0,0.144195477109,32.3618470855,36.4118092354
54,27,mobile,off,2002.0,458.0,487.0,0.19085388524,22.8771228771,24.3256743257
55,28,desktop,off,1799.0,619.0,657.0,0.0981860951243,34.4080044469,36.5202890495
56,28,mobile,off,1095.0,252.0,254.0,0.104388114055,23.0136986301,23.196347032
57,29,desktop,off,1151.0,315.0,334.0,0.0628194527449,27.3675065161,29.0182450043
58,29,mobile,off,729.0,132.0,134.0,0.0694967444255,18.1069958848,18.3813443073
59,30,desktop,off,5057.0,1215.0,1324.0,0.276001713754,24.0261024323,26.1815305517
60,30,mobile,off,2917.0,687.0,691.0,0.278082309313,23.5515941035,23.688721289
