,char_count,scope,instant,query_count,first_page_count,click_count,perc_query_count,findability,ctr
32,17,desktop,on,42817.0,7725.0,9494.0,1.44771169787,18.0418992456,22.1734357849
33,17,mobile,on,84323.0,18608.0,18981.0,1.3214459665,22.0675260605,22.5098727512
34,18,desktop,on,40117.0,7708.0,9545.0,1.35642035134,19.2137996361,23.7929057507
35,18,mobile,on,75224.0,15136.0,15580.0,1.17885335418,20.1212379028,20.7114750612
36,19,desktop,on,30488.0,5447.0,6426.0,1.03084836034,17.8660456573,21.0771451063
37,19,mobile,on,52072.0,10094.0,10377.0,0.816032806801,19.3846981103,19.9281763712
38,20,desktop,on,22875.0,4690.0,5390.0,0.773440574743,20.5027322404,23.5628415301
39,20,mobile,on,41849.0,8210.0,8436.0,0.655825720767,19.6181509713,20.1581877703
40,21,desktop,on,18513.0,4005.0,4526.0,0.625954332687,21.6334467671,24.4476854103
41,21,mobile,on,35037.0,7252.0,7382.0,0.549073234212,20.6981191312,21.0691554642
42,22,desktop,on,14535.0,3867.0,4243.0,0.491451748804,26.604747162,29.1916064671
43,22,mobile,on,27085.0,6123.0,6194.0,0.42445553411,22.6066088241,22.8687465387
44,23,desktop,on,13402.0,3231.0,3578.0,0.453143194873,24.1083420385,26.6975078347
45,23,mobile,on,22886.0,4862.0,4949.0,0.35865199755,21.2444289085,21.6245739754
46,24,desktop,on,12422.0,2350.0,2777.0,0.420007817244,18.9180486234,22.3554983095
47,24,mobile,on,18152.0,3495.0,3617.0,0.284464347616,19.2540766858,19.9261789335
48,25,desktop,on,8501.0,2369.0,2551.0,0.287432495121,27.8673097283,30.0082343254
49,25,mobile,on,14785.0,3293.0,3334.0,0.231699282696,22.2725735543,22.5498816368
50,26,desktop,on,7665.0,1979.0,2161.0,0.259165989307,25.8186562296,28.1930854534
51,26,mobile,on,11064.0,2406.0,2446.0,0.173386598833,21.7462039046,22.107736804
52,27,desktop,on,5457.0,1512.0,1623.0,0.184509954814,27.7075316108,29.7416162727
53,27,mobile,on,8980.0,2089.0,2111.0,0.140727734772,23.2628062361,23.5077951002
54,28,desktop,on,5624.0,1659.0,1802.0,0.190156493655,29.4985775249,32.0412517781
55,28,mobile,on,6519.0,1527.0,1552.0,0.10216081325,23.423838012,23.8073324129
56,29,desktop,on,6102.0,1250.0,1412.0,0.206318443151,20.4850868568,23.1399541134
57,29,mobile,on,6823.0,1225.0,1362.0,0.106924870195,17.953979188,19.9618935952
58,30,desktop,on,23253.0,6381.0,6651.0,0.786221363257,27.4416204361,28.6027609341
59,30,mobile,on,17083.0,3432.0,3509.0,0.267711792107,20.0901481005,20.5408886027
4,3,desktop,off,260259.0,44755.0,65878.0,3.72870146964,17.1963313469,25.3124771862
5,3,mobile,off,104838.0,22365.0,25865.0,2.91493828715,21.3329136382,24.6713977756
6,4,desktop,off,799333.0,129275.0,193283.0,11.4519541373,16.1728591213,24.1805355215
7,4,mobile,off,333724.0,65949.0,77194.0,9.2789338307,19.7615394757,23.1310903621
8,5,desktop,off,925417.0,156944.0,227771.0,13.2583454479,16.9592734951,24.6127961773
9,5,mobile,off,396307.0,82557.0,94578.0,11.019005015,20.8315775396,23.864832062
10,6,desktop,off,1026220.0,170798.0,252103.0,14.7025387102,16.6434097952,24.5661748943
11,6,mobile,off,449009.0,90213.0,104057.0,12.4843427515,20.0915794561,23.1748138679
12,7,desktop,off,765253.0,138680.0,199915.0,10.963693804,18.1221112495,26.1240400234
13,7,mobile,off,342873.0,70486.0,80162.0,9.53331459329,20.5574658839,23.3795020314
14,8,desktop,off,743553.0,116391.0,170812.0,10.6528003406,15.6533562503,22.9724041191
15,8,mobile,off,339487.0,64411.0,72183.0,9.43916952146,18.973038732,21.2623752898
16,9,desktop,off,349064.0,71718.0,95555.0,5.00100073311,20.5458024889,27.3746361699
17,9,mobile,off,205551.0,47003.0,50555.0,5.71518418763,22.8668311027,24.5948693998
18,10,desktop,off,336004.0,67054.0,93316.0,4.81389157956,19.9563100439,27.7722884251
19,10,mobile,off,208976.0,48529.0,52290.0,5.81041362384,23.2222838986,25.0220120971
20,11,desktop,off,304700.0,64992.0,85278.0,4.36540268655,21.3298326223,27.9875287168
21,11,mobile,off,202337.0,45871.0,49598.0,5.62582144078,22.6705941078,24.5125706124
22,12,desktop,off,299642.0,71138.0,90914.0,4.29293728849,23.7409975905,30.3408734423
23,12,mobile,off,190217.0,43127.0,46610.0,5.28883435556,22.6725266406,24.5035932645
24,13,desktop,off,249523.0,61925.0,78996.0,3.57488800314,24.8173515067,31.6588049999
25,13,mobile,off,182522.0,44147.0,47216.0,5.0748809215,24.1872212665,25.8686624078
26,14,desktop,off,205101.0,52737.0,67848.0,2.93845899709,25.7126976465,33.0802872731
27,14,mobile,off,146372.0,37570.0,39651.0,4.06975855098,25.6674773864,27.0891973875
28,15,desktop,off,146720.0,40141.0,48916.0,2.10204096544,27.35891494,33.3396946565
29,15,mobile,off,106042.0,25251.0,26628.0,2.94841456196,23.8122630656,25.1108051527
30,16,desktop,off,111638.0,32029.0,37432.0,1.59942509065,28.6900517745,33.5298016804
31,16,mobile,off,84728.0,21054.0,21863.0,2.35579552447,24.8489283354,25.8037484657
32,17,desktop,off,83682.0,24455.0,28472.0,1.19890261771,29.2237279224,34.0240434024
33,17,mobile,off,60277.0,14381.0,14972.0,1.67595466467,23.8581880319,24.8386615127
34,18,desktop,off,66805.0,19770.0,23000.0,0.957107733754,29.5935932939,34.4285607365
35,18,mobile,off,51854.0,12790.0,13284.0,1.44175976213,24.6654067189,25.6180815366
36,19,desktop,off,51350.0,15996.0,18113.0,0.73568568413,31.1509250243,35.2736124635
37,19,mobile,off,38879.0,9590.0,9947.0,1.08100007313,24.6662722807,25.5845057743
38,20,desktop,off,44469.0,14287.0,16204.0,0.637102369768,32.1279992804,36.4388675257
39,20,mobile,off,32341.0,8323.0,8593.0,0.899216115768,25.735134968,26.5699885594
40,21,desktop,off,37019.0,12437.0,13921.0,0.530367056296,33.5962613793,37.6050136416
41,21,mobile,off,24979.0,6467.0,6669.0,0.69452148529,25.8897473878,26.6984266784
42,22,desktop,off,28463.0,10862.0,11677.0,0.407786205012,38.1618241225,41.0251905983
43,22,mobile,off,19296.0,4945.0,5044.0,0.536510131717,25.6270729685,26.14013267
44,23,desktop,off,23449.0,8567.0,9284.0,0.335951190013,36.5346070195,39.5923067082
45,23,mobile,off,15272.0,4124.0,4201.0,0.424625970749,27.0036668413,27.507857517
46,24,desktop,off,19601.0,7315.0,7918.0,0.280821326088,37.3195245141,40.3958981685
47,24,mobile,off,12860.0,3554.0,3614.0,0.357562204285,27.6360808709,28.1026438569
48,25,desktop,off,14079.0,5252.0,5598.0,0.20170825213,37.3037857802,39.7613466866
49,25,mobile,off,8900.0,2342.0,2380.0,0.247457513074,26.3146067416,26.7415730337
50,26,desktop,off,11125.0,3838.0,4149.0,0.159386625822,34.4988764045,37.2943820225
51,26,mobile,off,6734.0,1596.0,1640.0,0.187233583488,23.7006237006,24.354024354
52,27,desktop,off,8001.0,2806.0,2983.0,0.114629428602,35.070616173,37.282839645
53,27,mobile,off,4927.0,1129.0,1161.0,0.136991367069,22.914552466,23.5640349097
54,28,desktop,off,6232.0,2157.0,2232.0,0.0892851642356,34.6116816431,35.8151476252
55,28,mobile,off,3316.0,772.0,779.0,0.0921987767814,23.2810615199,23.492159228
56,29,desktop,off,4405.0,1533.0,1591.0,0.0631099403815,34.8013620885,36.1180476731
57,29,mobile,off,2338.0,504.0,510.0,0.0650062545582,21.5568862275,21.8135158255
58,30,desktop,off,19734.0,5386.0,5540.0,0.282726802154,27.2929968582,28.0733758995
59,30,mobile,off,7815.0,1657.0,1665.0,0.217289939851,21.2028150992,21.3051823417
