,term_length,scope,year,query_count,first_page_count,click_count,perc_query_count,findability,ctr
74,20,desktop,2016,5606.0,967.0,1295.0,0.951090441805,17.2633290202,21.1278583913
75,20,desktop,2017,7907.0,1410.0,2069.0,0.825121314971,17.9867398436,26.0471093889
76,20,mobile,2016,4731.0,2134.0,2268.0,1.39381205256,45.7078626677,41.9502909816
77,20,mobile,2017,12903.0,4149.0,6364.0,1.32797771452,27.3588619302,45.7232909725
78,21,desktop,2016,4419.0,847.0,1108.0,0.768242622742,16.4582045314,24.3858314503
79,21,desktop,2017,6559.0,1123.0,1706.0,0.828379776124,16.3841650069,24.5667224689
80,21,mobile,2016,3700.0,1718.0,1828.0,1.00019140159,45.5752554338,45.2960043463
81,21,mobile,2017,10363.0,3479.0,4934.0,1.10970120349,30.6307904275,39.7356700784
82,22,desktop,2016,3522.0,657.0,870.0,0.747004774254,19.0635530966,28.4143894315
83,22,desktop,2017,5717.0,1170.0,1702.0,0.663129083789,19.526769348,33.9997217639
84,22,mobile,2016,2889.0,1181.0,1284.0,0.807473716582,34.0207196413,46.748354032
85,22,mobile,2017,9327.0,3176.0,4565.0,0.80101340536,29.7180454919,51.1058934602
86,23,desktop,2016,3664.0,755.0,987.0,0.599091754068,19.7139197913,27.4462588696
87,23,desktop,2017,5817.0,1252.0,1837.0,0.602645065604,23.1861012992,29.687195645
88,23,mobile,2016,2789.0,1240.0,1319.0,0.584983488658,46.31488072,51.4168173442
89,23,mobile,2017,9786.0,3329.0,5322.0,0.841752842192,36.3118760227,57.4790534665
90,24,desktop,2016,2872.0,575.0,772.0,0.500793186907,22.9986108983,24.3513987127
91,24,desktop,2017,4012.0,835.0,1211.0,0.487320262989,19.7913356776,28.1699864393
92,24,mobile,2016,2520.0,1122.0,1209.0,0.694836837757,43.6596490744,47.151982832
93,24,mobile,2017,6800.0,2373.0,3351.0,0.697240766532,35.4252951281,49.0709175648
94,25,desktop,2016,2820.0,719.0,891.0,0.447793860801,24.9427952879,29.1428465921
95,25,desktop,2017,3569.0,833.0,1183.0,0.372013262868,23.2356519265,32.8692736951
96,25,mobile,2016,2280.0,1132.0,1198.0,0.557134500671,52.0828982599,50.2599620187
97,25,mobile,2017,5360.0,2128.0,2676.0,0.477953655645,42.3058996786,48.6159402283
98,26,desktop,2016,2364.0,606.0,775.0,0.390347967145,30.1247189904,33.9113310097
99,26,desktop,2017,3180.0,698.0,1011.0,0.392223716968,25.9496676053,36.8662276888
100,26,mobile,2016,1757.0,819.0,877.0,0.494360409392,52.4653016354,57.647091198
101,26,mobile,2017,4742.0,1674.0,2140.0,0.560396579965,40.0562602003,53.1294555753
102,27,desktop,2016,1735.0,425.0,534.0,0.303930863849,25.6350529261,35.2104101738
103,27,desktop,2017,2569.0,549.0,804.0,0.277051114817,24.8236625678,31.6686043375
104,27,mobile,2016,1342.0,637.0,679.0,0.316135305111,52.2639053969,49.0348215571
105,27,mobile,2017,3953.0,1396.0,1905.0,0.404607477081,35.0516945466,46.8924013913
106,28,desktop,2016,1626.0,489.0,601.0,0.256837841895,29.2770903417,34.5264520501
107,28,desktop,2017,2218.0,554.0,767.0,0.218259092139,25.1537707184,32.7741866411
108,28,mobile,2016,1136.0,545.0,592.0,0.231514163979,44.0777076291,53.3265287941
109,28,mobile,2017,3205.0,1209.0,1523.0,0.300504596358,34.3075023425,46.7029132043
110,29,desktop,2016,1140.0,245.0,334.0,0.260195011975,21.5668630655,27.0295309849
111,29,desktop,2017,1746.0,382.0,571.0,0.178876805524,18.51175091,30.9537826793
112,29,mobile,2016,761.0,312.0,347.0,0.219048541933,37.0733030051,44.0060718732
113,29,mobile,2017,2432.0,915.0,1147.0,0.237477734627,33.2365489067,44.3333025475
114,30,desktop,2016,7677.0,2146.0,2514.0,1.2383469146,29.8122258636,35.5003150358
115,30,desktop,2017,8855.0,2196.0,2992.0,1.08547321945,23.8781452761,39.2487825396
116,30,mobile,2016,4552.0,2277.0,2430.0,1.26254291833,51.8481650562,57.2527263667
117,30,mobile,2017,10952.0,3917.0,4933.0,1.13313700432,34.9702514666,43.5597791918
