,term_length,scope,year,query_count,first_page_count,click_count,perc_query_count,findability,ctr
40,11,mobile,2016,13410.0,4886.0,5266.0,4.32407164028,40.1964922311,37.7915139867
41,11,mobile,2017,39458.0,11423.0,24472.0,4.47603658087,28.0574622245,62.4417573223
42,12,desktop,2016,15265.0,3010.0,3711.0,3.50077806455,17.8806633314,25.1254167577
43,12,desktop,2017,33186.0,8481.0,11230.0,5.70404530583,24.2466855447,34.1138869067
44,12,mobile,2016,11522.0,4258.0,4415.0,4.14321482825,36.4117021831,35.82490045
45,12,mobile,2017,49743.0,16733.0,37537.0,6.91890691221,31.0053656532,71.2468049019
46,13,desktop,2016,10318.0,2200.0,2663.0,2.47000553578,19.5502602373,24.7041965956
47,13,desktop,2017,16398.0,3660.0,4655.0,3.08406876108,22.0627113626,25.0016271508
48,13,mobile,2016,9712.0,4362.0,4483.0,3.83762338365,45.6125976307,46.4100588172
49,13,mobile,2017,26638.0,9035.0,16169.0,3.81748623743,36.2989340803,56.3008658561
50,14,desktop,2016,7608.0,1402.0,1820.0,1.82959455153,17.5885037578,23.6298134413
51,14,desktop,2017,13529.0,3025.0,3956.0,1.95167090486,23.6134431588,30.6865463139
52,14,mobile,2016,6597.0,2616.0,2739.0,1.68411967476,39.1583338143,37.835641523
53,14,mobile,2017,22374.0,8001.0,13854.0,2.11367957242,34.8567320537,59.2958161262
54,15,desktop,2016,5311.0,777.0,1040.0,1.14574096071,14.5140079466,19.1538973089
55,15,desktop,2017,9134.0,1862.0,2432.0,1.3172461878,19.7073784777,25.6706582994
56,15,mobile,2016,3983.0,1265.0,1333.0,1.45821229311,30.5181859882,33.351443773
57,15,mobile,2017,14159.0,4480.0,7435.0,1.94893317794,29.9257275503,56.337326576
58,16,desktop,2016,5291.0,1024.0,1258.0,1.30536406459,18.3425063534,24.8740752225
59,16,desktop,2017,9796.0,1748.0,2535.0,1.8457112385,15.7946033878,28.9524258537
60,16,mobile,2016,4048.0,1375.0,1437.0,1.75686966146,29.0560073448,41.4842576376
61,16,mobile,2017,14953.0,4029.0,8828.0,2.13360314562,25.1980373275,61.7805271085
62,17,desktop,2016,3678.0,709.0,894.0,0.850535635207,18.5348971656,24.3124538271
63,17,desktop,2017,6272.0,1270.0,1719.0,1.05296053831,20.9283152633,28.7632206969
64,17,mobile,2016,2515.0,976.0,1019.0,0.938390027558,41.3355847311,38.8466205973
65,17,mobile,2017,9304.0,3031.0,4726.0,1.35024530842,31.9386452809,53.7669754702
66,18,desktop,2016,3211.0,691.0,837.0,0.689048958255,18.4980942206,27.2627119727
67,18,desktop,2017,5542.0,1254.0,1644.0,0.882873319172,16.5984899137,31.9464531138
68,18,mobile,2016,2682.0,1099.0,1131.0,0.757115158444,37.5945719645,40.2560064919
69,18,mobile,2017,9201.0,3188.0,5061.0,1.07314058987,31.7837741325,57.9415980992
70,19,desktop,2016,2823.0,783.0,872.0,0.651202167978,30.2738411123,28.4648077308
71,19,desktop,2017,4045.0,829.0,1130.0,0.741811423483,21.9611736055,22.0867510273
72,19,mobile,2016,2016.0,904.0,939.0,0.770929795177,47.6444500737,39.1185354579
73,19,mobile,2017,6574.0,2329.0,3431.0,0.771386102984,33.5856808823,45.3236246085
74,20,desktop,2016,2090.0,455.0,546.0,0.449237567468,20.3443827442,25.5222531696
75,20,desktop,2017,3338.0,685.0,905.0,0.483885964082,21.0235265685,28.0328011122
76,20,mobile,2016,1460.0,568.0,597.0,0.488690229232,39.107440528,41.530540977
77,20,mobile,2017,5082.0,1705.0,2559.0,0.488335647075,32.4643684296,49.6102093651
78,21,desktop,2016,1581.0,313.0,409.0,0.270240056408,18.8109229633,28.4801025665
79,21,desktop,2017,2485.0,509.0,677.0,0.383082472486,19.0727305091,29.2974026096
80,21,mobile,2016,977.0,387.0,399.0,0.382908126468,38.8798450138,37.5181904455
81,21,mobile,2017,3461.0,1119.0,1620.0,0.512200348949,31.3255340702,44.0105217584
82,22,desktop,2016,1408.0,319.0,374.0,0.385997702055,23.0120973098,27.32936377
83,22,desktop,2017,2668.0,767.0,967.0,0.487252499075,29.1004925778,37.5239350715
84,22,mobile,2016,864.0,345.0,363.0,0.405374269729,42.520992551,42.2619052783
85,22,mobile,2017,4008.0,1583.0,2230.0,0.583901026475,41.9306242596,50.2093547657
86,23,desktop,2016,1622.0,412.0,497.0,0.46684164851,24.9682517113,29.7629125004
87,23,desktop,2017,2190.0,565.0,777.0,0.386480108757,23.655478593,35.0148628031
88,23,mobile,2016,909.0,385.0,401.0,0.314971394865,38.7888251999,44.1220654525
89,23,mobile,2017,3033.0,1004.0,1537.0,0.433575302277,32.9631015752,45.2573156155
90,24,desktop,2016,1116.0,282.0,351.0,0.227931420759,23.4099385992,28.6222719927
91,24,desktop,2017,1635.0,341.0,458.0,0.242930582997,20.76849546,30.3771422215
92,24,mobile,2016,624.0,362.0,375.0,0.215319000867,56.2597435572,64.918174018
93,24,mobile,2017,2322.0,685.0,1043.0,0.299442853381,28.5572503176,47.5183715872
94,25,desktop,2016,1385.0,466.0,521.0,0.323076478184,30.8765178172,41.7918885011
95,25,desktop,2017,1552.0,357.0,469.0,0.252255680067,23.9896957789,28.4628116828
96,25,mobile,2016,688.0,336.0,342.0,0.263653052591,48.5487501924,46.4836141277
97,25,mobile,2017,2016.0,675.0,886.0,0.296825047891,34.131732968,42.7034936652
98,26,desktop,2016,806.0,219.0,248.0,0.184662939387,29.683786788,31.1992782271
99,26,desktop,2017,992.0,178.0,236.0,0.184683510065,18.3614278068,25.9743598685
100,26,mobile,2016,355.0,151.0,156.0,0.150202026554,48.9386143724,41.8056689337
101,26,mobile,2017,1169.0,341.0,444.0,0.160966174128,27.8438982484,36.5156398861
102,27,desktop,2016,759.0,248.0,276.0,0.159564265496,36.7164357595,35.7959885388
103,27,desktop,2017,983.0,234.0,306.0,0.163328199276,25.5903851046,31.688206114
104,27,mobile,2016,316.0,125.0,131.0,0.0999994047583,42.3296906179,38.84756218
105,27,mobile,2017,1134.0,367.0,494.0,0.121565047227,31.1583455812,44.4231228914
106,28,desktop,2016,577.0,161.0,184.0,0.118008234067,27.6398194724,29.1912410911
107,28,desktop,2017,1066.0,264.0,345.0,0.180060189779,25.5191239862,35.7029794838
108,28,mobile,2016,216.0,89.0,93.0,0.0833714442673,39.8157090518,44.5022328387
109,28,mobile,2017,1181.0,345.0,459.0,0.169156174938,28.7259230144,37.8645469463
110,29,desktop,2016,445.0,167.0,183.0,0.0994292062464,32.8619269148,37.106803733
111,29,desktop,2017,790.0,229.0,287.0,0.132351073708,27.3537657688,34.2128089503
112,29,mobile,2016,186.0,104.0,104.0,0.0781995379037,53.1516002264,54.3423173034
113,29,mobile,2017,848.0,258.0,348.0,0.110921145453,28.9677265354,41.1771105996
114,30,desktop,2016,4024.0,1307.0,1396.0,0.833713391012,33.7829886484,33.5036288524
115,30,desktop,2017,6053.0,1604.0,2081.0,0.761598703374,25.805931163,30.54914103
116,30,mobile,2016,1173.0,530.0,538.0,0.412286541709,42.8887140259,43.3890586912
117,30,mobile,2017,4553.0,1230.0,1591.0,0.678599315289,27.542169067,31.0881567452
