,term_length,scope,year,query_count,first_page_count,click_count,perc_query_count,findability,ctr
33,9,mobile,2017,28845.0,8756.0,19505.0,5.37830544424,30.3682062966,60.6498886717
34,10,desktop,2016,16851.0,4114.0,4867.0,7.29762970416,24.5576260653,23.9791004815
35,10,desktop,2017,25262.0,6547.0,8321.0,7.89588090925,28.0263306538,29.5460350366
36,10,mobile,2016,11059.0,5493.0,5637.0,7.63135996519,50.1982211213,44.9400418508
37,10,mobile,2017,57804.0,19760.0,46800.0,10.348227992,30.8232287835,76.6903954266
38,11,desktop,2016,18213.0,4507.0,5255.0,5.55152668238,25.5141918372,28.5555131239
39,11,desktop,2017,16127.0,3026.0,3946.0,4.78576869644,19.2954795781,27.3569819164
40,11,mobile,2016,18295.0,9561.0,9732.0,12.6860579254,54.0043593381,59.3503395646
41,11,mobile,2017,35940.0,9226.0,20104.0,7.34613240581,28.1426940566,58.7784166422
42,12,desktop,2016,12324.0,2860.0,3457.0,4.60642535794,24.8239400671,28.1246393501
43,12,desktop,2017,19004.0,4430.0,6423.0,5.70185533703,21.9320406291,36.211450561
44,12,mobile,2016,10017.0,4928.0,5042.0,7.18588287513,43.0539347583,50.7785114112
45,12,mobile,2017,34607.0,9532.0,26862.0,6.69076309021,26.6787240401,78.8379980163
46,13,desktop,2016,7258.0,1467.0,1871.0,2.65714722462,20.4526498709,27.1242451763
47,13,desktop,2017,8860.0,2157.0,2832.0,2.84175719435,25.7914138748,40.8217705037
48,13,mobile,2016,4644.0,2395.0,2461.0,3.43033540251,49.3631191019,59.3051686417
49,13,mobile,2017,18278.0,5996.0,13186.0,3.41139417775,29.1420142569,77.2078060472
50,14,desktop,2016,5529.0,950.0,1281.0,1.88329663964,17.0861266258,22.4034156739
51,14,desktop,2017,6272.0,1403.0,1865.0,1.74787945663,22.1631607901,27.4773049857
52,14,mobile,2016,2650.0,1052.0,1087.0,1.44618364506,39.1091851723,41.4234032912
53,14,mobile,2017,13180.0,3937.0,7842.0,2.20131701748,26.3077960293,62.7132704535
54,15,desktop,2016,5587.0,1062.0,1418.0,2.18250540144,13.7712993563,23.0779169847
55,15,desktop,2017,6150.0,1348.0,1716.0,1.58742225551,23.2187696859,24.7145855828
56,15,mobile,2016,3127.0,1287.0,1323.0,1.89675556582,47.270281922,42.7791560552
57,15,mobile,2017,13728.0,4800.0,7329.0,1.92622859628,36.5138657257,60.7173363478
58,16,desktop,2016,4979.0,1263.0,1565.0,1.81678399915,28.8540908158,36.2264152938
59,16,desktop,2017,5986.0,1236.0,1789.0,1.47006060887,18.1737435989,32.7166214571
60,16,mobile,2016,3360.0,1923.0,1969.0,2.31921407466,52.1660364105,58.3698587795
61,16,mobile,2017,13344.0,3852.0,7294.0,2.57114634879,28.6401395495,54.7820504393
62,17,desktop,2016,4448.0,1085.0,1418.0,1.44433566735,22.0649983242,28.0977564379
63,17,desktop,2017,4919.0,1050.0,1474.0,1.4808614276,20.1265067545,33.8030946717
64,17,mobile,2016,2747.0,1435.0,1481.0,2.08208222154,55.2891802055,56.2299433671
65,17,mobile,2017,9202.0,2596.0,5241.0,1.9570588942,24.2921430093,52.9616769818
66,18,desktop,2016,3389.0,833.0,1064.0,1.3670113877,21.0153512866,33.3271443659
67,18,desktop,2017,3671.0,855.0,1211.0,1.16906800349,21.0171191619,34.6106703695
68,18,mobile,2016,2004.0,1142.0,1183.0,1.2678214898,51.3313777162,57.4326296712
69,18,mobile,2017,7184.0,2448.0,4066.0,1.31860672836,33.8791710879,56.9797672573
70,19,desktop,2016,2803.0,645.0,847.0,0.901893720419,25.397009213,26.6287523985
71,19,desktop,2017,3057.0,762.0,1081.0,0.825970318786,26.0148302388,32.4511293818
72,19,mobile,2016,1317.0,670.0,693.0,0.990298737933,53.826247092,55.7189332716
73,19,mobile,2017,5828.0,2036.0,2964.0,1.19528085524,36.0119431641,45.3792978007
74,20,desktop,2016,2990.0,813.0,1091.0,1.08357458006,27.803959645,36.541083095
75,20,desktop,2017,2247.0,500.0,707.0,0.789451940641,24.4328506719,35.8283396956
76,20,mobile,2016,1248.0,724.0,739.0,0.985487891831,61.9091622519,63.2752500622
77,20,mobile,2017,4105.0,1174.0,1910.0,0.902155753545,25.6919008475,50.5880660446
78,21,desktop,2016,2122.0,577.0,713.0,0.799058079342,24.8279098968,31.9737466806
79,21,desktop,2017,2103.0,484.0,667.0,0.6078703067,23.4156394445,31.9786104024
80,21,mobile,2016,805.0,418.0,433.0,0.684518595761,53.3997256382,51.9018139572
81,21,mobile,2017,3168.0,898.0,1294.0,0.664330449597,29.6435292404,39.7496224527
82,22,desktop,2016,1668.0,465.0,616.0,0.622449098028,28.4733153658,40.1824019357
83,22,desktop,2017,1657.0,414.0,572.0,0.520054274195,26.3855910768,32.2804789197
84,22,mobile,2016,799.0,385.0,401.0,0.575702417788,47.4062543413,48.1560169661
85,22,mobile,2017,2597.0,803.0,1109.0,0.474541186853,30.5306743097,43.9204532165
86,23,desktop,2016,1602.0,524.0,633.0,0.553203998834,34.1690314644,38.9780250908
87,23,desktop,2017,1819.0,463.0,681.0,0.613241083554,26.9190753297,36.8574940472
88,23,mobile,2016,598.0,338.0,345.0,0.48781848514,58.6732728422,55.1471471781
89,23,mobile,2017,2584.0,915.0,1269.0,0.577226845095,36.2742318067,54.1953641366
90,24,desktop,2016,1161.0,286.0,402.0,0.440004572405,26.0880734814,33.8714359134
91,24,desktop,2017,1412.0,420.0,578.0,0.402965051897,29.169434104,37.216391272
92,24,mobile,2016,410.0,201.0,210.0,0.286749829041,40.9313482778,46.7743893303
93,24,mobile,2017,1794.0,682.0,955.0,0.305267807873,39.5845981349,53.3745508171
94,25,desktop,2016,1102.0,328.0,406.0,0.381431071749,28.6023994248,37.135989825
95,25,desktop,2017,1142.0,320.0,451.0,0.319807308593,26.752156357,36.5959979662
96,25,mobile,2016,412.0,253.0,262.0,0.304448049676,60.632823752,58.0295282558
97,25,mobile,2017,1523.0,568.0,718.0,0.277095766736,38.9597116384,44.9383908031
98,26,desktop,2016,925.0,271.0,345.0,0.361313318068,33.6851307598,40.9262831608
99,26,desktop,2017,904.0,250.0,342.0,0.282413403562,32.0767859829,39.6526542557
100,26,mobile,2016,334.0,200.0,203.0,0.274159320233,64.7489082626,56.6695680039
101,26,mobile,2017,1235.0,395.0,522.0,0.278913420671,33.5957403572,43.1076980578
102,27,desktop,2016,740.0,199.0,254.0,0.271748225643,24.835970483,31.5165400284
103,27,desktop,2017,1278.0,381.0,563.0,0.333564070503,28.4061866512,43.0082198387
104,27,mobile,2016,262.0,144.0,148.0,0.155406409683,56.3766672532,51.6491079352
105,27,mobile,2017,1554.0,492.0,773.0,0.280221040204,33.0273570542,50.1765398096
106,28,desktop,2016,657.0,180.0,228.0,0.218656125768,26.4201033545,35.2969769309
107,28,desktop,2017,791.0,216.0,282.0,0.20614136562,23.6835348103,37.6931909128
108,28,mobile,2016,236.0,131.0,134.0,0.148928587781,58.7395611176,60.6990360947
109,28,mobile,2017,929.0,322.0,423.0,0.18251972462,30.8671183554,48.7966906091
110,29,desktop,2016,719.0,248.0,303.0,0.276918324422,32.2493250813,40.8770741718
111,29,desktop,2017,770.0,235.0,311.0,0.222332188522,29.1845448369,37.3178195474
112,29,mobile,2016,195.0,108.0,109.0,0.144288532079,56.482238799,50.8722158213
113,29,mobile,2017,746.0,243.0,302.0,0.150592184793,34.5765417533,41.5599875244
114,30,desktop,2016,4597.0,1801.0,2073.0,1.73048056169,38.6544655485,44.9524794729
115,30,desktop,2017,5441.0,1662.0,2267.0,1.61454245235,30.5677239993,42.8429149161
116,30,mobile,2016,1067.0,773.0,785.0,0.652035127289,75.1256676503,71.6050724019
117,30,mobile,2017,4080.0,1400.0,1823.0,0.843383777548,35.8579494171,48.229585408
